396	1984	1996
397	1994	2004
398	2000	2004
399	1973	1977
400	1991	1994
401	1989	2001
402	2008	2017
403	1992	1998
404	2005	2012
405	1983	1983
406	1978	1986
407	1991	2000
408	1971	1984
409	1990	1997
410	1983	1989
411	2006	2009
412	2001	2005
413	2000	2004
414	1971	1974
415	1982	1993
416	1988	2002
417	1978	1985
418	1981	1993
419	1983	1990
420	1982	1995
421	1976	1990
422	2009	2009
423	1982	1983
424	1984	1997
425	1998	2003
426	1985	1991
427	2006	2017
428	1999	2013
429	1990	2002
430	1997	2005
431	1998	2010
432	1999	2006
433	1984	1998
434	2005	2008
435	1991	2005
436	1979	1989
437	2006	2019
438	1992	2002
439	1992	1998
440	1975	1981
441	1986	1993
442	1974	1983
443	1983	1991
444	1998	2011
445	2001	2010
446	1997	2007
447	1970	1972
448	2006	2019
449	1993	2001
450	1997	2008
451	2003	2015
452	1992	1993
453	1973	1977
454	2007	2016
455	1991	2002
456	1979	1989
457	1989	2002
458	1982	1994
459	1981	1988
460	1972	1977
461	1971	1977
462	2009	2011
463	1987	1987
464	2006	2011
465	1988	2000
466	1974	1988
467	1999	2013
468	2003	2010
469	1987	1998
470	1979	1990
471	2001	2001
472	1986	1997
473	1983	1993
474	1980	1993
475	1999	2006
476	2001	2012
477	2004	2010
478	1977	1985
479	1985	1986
480	1992	2002
481	1992	1997
482	1996	2000
483	1992	1997
484	1990	2002
485	1997	2011
486	1998	2003
487	1984	1988
488	1997	2010
489	1970	1983
490	2008	2010
491	2004	2006
492	1986	1994
493	1985	1985
494	1989	2000
495	2009	2020
496	1984	1998
497	1975	1984
498	2003	2012
499	1983	1984
500	1996	2010
501	1983	1986
502	2003	2009
503	1975	1984
504	1982	1988
505	1980	1980
506	1996	2007
507	1988	1990
508	1994	2000
509	1995	2001
510	1998	2010
511	1977	1986
512	1974	1987
513	2004	2012
514	1989	2000
515	1971	1975
516	1993	1995
517	1995	2004
518	1981	1983
519	1977	1979
520	2005	2013
521	1978	1987
522	2003	2009
523	1988	1998
524	1988	1988
525	1987	2001
526	2000	2008
527	1990	2001
528	1996	2000
529	2000	2007
530	2008	2020
531	1990	1995
532	1971	1979
533	2009	2010
534	1988	1999
535	1972	1976
536	1983	1983
537	1989	1998
538	1982	1988
539	1989	2003
540	2004	2007
541	1994	2005
542	1992	2004
543	1972	1984
544	1972	1983
545	2008	2020
546	1994	1996
547	1980	1986
548	1988	1998
549	1982	1995
550	1975	1985
551	1977	1989
552	2003	2015
553	1988	2001
554	1988	1996
555	1994	2000
556	1994	2004
557	1998	2000
558	2003	2010
559	1998	2001
560	1988	1988
561	2002	2016
562	1995	1996
563	1976	1981
564	1993	2000
565	2003	2004
566	2002	2009
567	1984	1987
568	1988	1989
569	1977	1990
570	1973	1987
571	1976	1984
572	2000	2007
573	1986	1988
574	1987	1992
575	2000	2009
576	1975	1980
577	1993	2006
578	2009	2009
579	1983	1983
580	1985	1991
581	2007	2018
582	1973	1982
583	2002	2011
584	1987	1987
585	1992	1997
586	1986	1993
587	2008	2009
588	2002	2013
589	2009	2018
590	1972	1986
591	1991	1993
592	2008	2013
593	2004	2018
594	1994	2003
595	1993	2001
596	1981	1994
597	1992	1995
598	1989	1995
599	1977	1991
600	1974	1985
601	1982	1985
602	1970	1981
603	1983	1987
604	1971	1973
605	1988	2001
606	1976	1979
607	2002	2011
608	1981	1994
609	1974	1978
610	1987	1989
611	1971	1977
612	1985	1994
613	1997	2009
614	2004	2007
615	1992	2006
616	1970	1976
617	2009	2011
618	2004	2012
619	1988	2000
620	1994	1999
621	1984	1988
622	1995	2003
623	1988	1991
624	1973	1975
625	1991	1995
626	1991	2000
627	2005	2014
628	1991	1999
629	1980	1984
630	1971	1974
631	2008	2017
632	1989	1996
633	1973	1974
634	1996	1998
635	2005	2017
636	1997	2002
637	1999	2004
638	2005	2018
639	1993	1996
640	1991	1991
641	1983	1986
642	1976	1982
643	1991	2004
644	1972	1972
645	1990	1993
646	1998	2007
647	1984	1988
648	1994	1996
649	1996	2001
650	1985	1994
651	1974	1984
652	1970	1977
653	2007	2018
654	1995	2002
655	1970	1981
656	1986	1997
657	1971	1982
658	1976	1987
659	1981	1986
660	2008	2018
661	2003	2008
662	1984	1994
663	1977	1986
664	1978	1984
665	1988	1998
666	1980	1984
667	1991	1994
668	2005	2005
669	2003	2003
670	2000	2011
671	1977	1979
672	2003	2007
673	1976	1982
674	2000	2012
675	2009	2018
676	1980	1991
677	1983	1995
678	1973	1980
679	2007	2009
680	2005	2017
681	1992	1997
682	1995	2007
683	2001	2008
684	2000	2012
685	2005	2017
686	1974	1978
687	1991	1996
688	1993	2002
689	1991	1999
690	1980	1991
691	1981	1993
692	1993	2004
693	2006	2008
694	1994	1994
695	1971	1971
696	1984	1994
697	1995	1998
698	1999	2004
699	1999	2010
700	2007	2011
701	1984	1998
702	2001	2008
703	1992	1994
704	1988	1994
705	1987	1992
706	2006	2008
707	1991	1996
708	1981	1993
709	1986	1993
710	1983	1983
711	1976	1980
712	2005	2018
713	2003	2003
714	1977	1982
715	1980	1990
716	1984	1989
717	2007	2012
718	1971	1985
719	1977	1980
720	2005	2006
721	1970	1981
722	1981	1993
723	1991	1999
724	2005	2015
725	2001	2007
726	1991	1997
727	1996	2009
728	1981	1981
729	1975	1977
730	1996	1999
731	2004	2015
732	1970	1982
733	1982	1987
734	1976	1977
735	2008	2020
736	1986	1998
737	1988	1995
738	1974	1981
739	1972	1979
740	1987	2001
741	1970	1977
742	1978	1989
743	1995	2004
744	1997	2002
745	1988	1991
746	2009	2016
747	1985	1999
748	1982	1982
749	2007	2019
750	1980	1991
751	2000	2009
752	1991	1991
753	1979	1981
754	2006	2017
755	1985	1985
756	1985	1999
757	1973	1983
758	1987	1989
759	1970	1976
760	2005	2012
761	2001	2004
762	2005	2014
763	1971	1972
764	1997	2011
765	1994	1998
766	2002	2016
767	1975	1980
768	1974	1976
769	1993	1999
770	1983	1996
771	1988	1990
772	1975	1979
773	2000	2009
774	1985	1989
775	2005	2007
776	1988	1990
777	2002	2009
778	1971	1972
779	2000	2012
780	1970	1975
781	1974	1975
782	1997	2010
783	1975	1980
784	1981	1993
785	1983	1989
786	1986	1990
787	2007	2010
788	1988	1993
789	1993	2001
790	2004	2014
791	2009	2012
792	1974	1981
793	1981	1992
794	1985	1986
795	1986	1989
796	1999	2006
797	1975	1986
798	2000	2001
799	1974	1975
800	1988	1988
801	1975	1977
802	2005	2005
803	1978	1981
804	1998	2005
805	1999	2011
806	2006	2020
807	2009	2011
808	1980	1990
809	1987	1992
810	1993	2003
811	2002	2013
812	1996	1999
813	1998	2002
814	1980	1992
815	2006	2018
816	1979	1988
817	2002	2016
818	1998	2009
819	1978	1988
820	1974	1979
821	1986	1988
822	1988	1988
823	1997	2001
824	1971	1981
825	1983	1991
826	1970	1977
827	1979	1991
828	1985	1997
829	1985	1993
830	2008	2015
831	1983	1989
832	1996	2001
833	1999	2013
834	1973	1974
835	1988	2001
836	1993	1998
837	1976	1981
838	1979	1993
839	1971	1976
840	1995	2001
841	2002	2015
842	1994	1999
843	1985	1991
844	1996	2006
845	2006	2020
846	1970	1971
847	1998	2009
848	1996	2001
849	1995	2008
850	1988	2001
851	1987	1998
852	2005	2008
853	1985	1989
854	1972	1973
855	1991	2001
856	1973	1977
857	1987	1992
858	1982	1993
859	1980	1993
860	2004	2006
861	1988	2001
862	1970	1982
863	1982	1995
864	1970	1984
865	2009	2014
866	2005	2018
867	2009	2014
868	1989	1992
869	1993	1999
870	1983	1992
871	2009	2014
872	1974	1978
873	1976	1983
874	1997	2009
875	1996	1997
876	2000	2005
877	1971	1975
878	1988	1999
879	2009	2020
880	2006	2019
881	1993	1995
882	1990	1990
883	1974	1974
884	1997	2009
885	1979	1990
886	1985	1998
887	1988	1994
888	2006	2006
889	2003	2010
890	1994	1997
891	1997	2006
892	1997	2009
893	1974	1977
894	1998	2008
895	1986	1992
896	1979	1983
897	2005	2007
898	2000	2002
899	1978	1981
900	1995	1995
901	1974	1988
902	1997	2000
903	1998	2006
904	1975	1981
905	1999	2010
906	1975	1978
907	1981	1992
908	1985	1992
909	1971	1983
910	1991	1993
911	1990	2003
912	1988	1989
913	1982	1984
914	2001	2011
915	1980	1991
916	1973	1984
917	1971	1976
918	1989	1989
919	2003	2011
920	1972	1984
921	1996	2004
922	1979	1986
923	1982	1985
924	1976	1981
925	1983	1985
926	2000	2011
927	1997	2000
928	1988	2000
929	2000	2008
930	1974	1983
931	1999	2007
932	2007	2007
933	1981	1981
934	1980	1980
935	1974	1981
936	1996	2002
937	1978	1980
938	1989	1996
939	1977	1984
940	1983	1983
941	1987	1991
942	2007	2017
943	2009	2017
944	2003	2017
945	1982	1996
946	1998	2011
947	1974	1981
948	1992	1996
949	1999	2000
950	1970	1978
951	2003	2013
952	1976	1986
953	1983	1991
954	1994	2003
955	2003	2012
956	1999	2006
957	1976	1987
958	1978	1978
959	1981	1984
960	1977	1989
961	2008	2011
962	1974	1983
963	1974	1986
964	2004	2005
965	1983	1984
966	1996	2004
967	1970	1978
968	2000	2013
969	1982	1987
970	2004	2005
971	1972	1975
972	1998	2010
973	1984	1984
974	2001	2005
975	1985	1997
976	2003	2015
977	1990	1992
978	1990	2002
979	2009	2012
980	1980	1991
981	1996	2005
982	2006	2015
983	1971	1979
984	2006	2012
985	2001	2001
986	2004	2007
987	1987	1987
988	2004	2005
989	1975	1986
990	1977	1984
991	1998	2002
992	1984	1986
993	1980	1980
994	2004	2012
995	2001	2010
996	1974	1985
997	1995	2001
998	2001	2007
999	1991	1991
1000	1993	1995
1001	2003	2006
1002	1991	2001
1003	1983	1986
1004	1976	1987
1005	1991	2001
1006	1994	2004
1007	1972	1984
1008	1989	2003
1009	1983	1984
1010	1985	1985
1011	2007	2019
1012	2004	2017
1013	1974	1983
1014	1983	1990
1015	1993	2006
1016	1999	2002
1017	1977	1977
1018	2005	2005
1019	1971	1975
1020	1970	1977
1021	2007	2010
1022	1989	1989
1023	1997	2001
1024	1980	1983
1025	1994	1999
1026	1977	1985
1027	1984	1985
1028	1974	1984
1029	1982	1989
1030	1977	1979
1031	1983	1996
1032	1977	1983
1033	1982	1994
1034	1977	1983
1035	1996	2000
1036	1992	1998
1037	1970	1978
1038	1983	1997
1039	2006	2006
1040	1998	2003
1041	1981	1989
1042	2003	2006
1043	1994	2000
1044	1993	2005
1045	1997	2005
1046	2003	2006
1047	1993	2007
1048	1976	1988
1049	1995	1995
1050	1972	1983
1051	1980	1987
1052	2003	2010
1053	2009	2009
1054	1976	1980
1055	2006	2009
1056	1989	1994
1057	1977	1981
1058	1978	1990
1059	1973	1982
1060	1985	1993
1061	2007	2014
1062	1979	1982
1063	1981	1993
1064	1988	1994
1065	2009	2014
1066	1986	1993
1067	2002	2005
1068	1989	1989
1069	2001	2004
1070	1972	1979
1071	1985	1998
1072	1988	1995
1073	1981	1987
1074	1993	1999
1075	1971	1978
